Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-04-08,134.21097,136.12628,132.43242,132.43242,1122125
2011-04-11,133.66368,134.68975,131.47476,132.15882,847943
2011-04-12,130.44869,132.29557,129.42261,129.42261,1328778
2011-04-13,131.26949,133.39007,129.28576,132.02197,956783
2011-04-14,131.33792,132.02197,129.35409,130.10657,898956
2011-04-15,131.40625,132.50084,130.38017,132.50084,552547
2011-04-18,133.18489,133.25323,128.25968,128.73856,1273315
2011-04-19,129.76454,131.13265,129.08049,129.96981,656274
2011-04-20,132.15882,135.71583,132.15882,135.71583,1928172
2011-04-21,135.98943,137.01551,134.0057,134.07413,962408
2011-04-26,134.2793,134.96336,133.39007,134.41615,670712
2011-04-27,135.03178,136.46831,133.18489,133.7321,739537
2011-04-28,135.03178,135.57899,132.84278,135.37381,663152
2011-04-29,134.75634,135.37059,133.52784,133.59452,566906
2011-05-02,133.93728,134.34773,131.20107,134.34773,534933
2011-05-04,132.50084,133.04805,129.96981,130.99589,1623686
2011-05-05,130.17499,131.06431,125.24987,126.20753,1942462
2011-05-06,125.24987,128.25968,122.17164,125.79708,2975617
2011-05-09,126.54955,127.50721,125.11302,125.11302,1099769
2011-05-10,126.20753,129.55936,125.8655,128.60171,1188625
2011-05-11,128.60171,129.14901,124.771,126.54955,877294
2011-05-12,124.56582,124.56582,120.87196,123.26605,2859880
2011-05-13,125.8655,126.41271,124.01852,124.01852,1981943
2011-05-16,123.53974,125.38672,121.62443,123.74492,1457026
2011-05-17,124.15537,124.4974,121.07714,121.07714,882903
2011-05-18,123.12929,125.18145,122.71884,124.4974,1140600
2011-05-19,124.83942,127.16518,123.26605,123.81334,1405186
2011-05-20,124.83942,125.72865,122.71884,124.22379,549647
2011-05-23,121.82961,122.92411,120.87196,122.92411,795380
2011-05-24,123.60816,125.18145,123.12929,124.56582,1258311
2011-05-25,123.06087,127.2336,123.06087,127.2336,949434
2011-05-26,127.91766,128.80689,126.89158,127.50721,1419061
2011-05-27,128.53329,131.13265,128.53329,129.96981,1337579
2011-05-30,129.96981,130.44869,128.25968,128.73856,449732
2011-05-31,129.96825,132.70639,129.96825,131.33727,1264174
2011-06-01,132.364,132.364,129.76454,130.65387,927862
2011-06-02,129.49094,130.65387,128.39653,129.21734,1156745
2011-06-03,130.58544,130.58544,127.78081,129.62779,1100732
2011-06-06,130.65387,130.99589,128.67013,129.35409,533844
2011-06-07,129.90157,132.09214,129.28732,131.81835,988037
2011-06-08,130.85628,131.33727,129.354,130.30862,850044
2011-06-09,130.03483,131.67774,128.05147,131.67774,1107291
2011-06-10,131.33792,131.33792,128.32811,128.67013,715232
2011-06-13,128.67013,129.08049,126.41271,127.02833,1446948
2011-06-14,128.25968,128.60171,127.30203,127.91766,1392223
2011-06-15,127.91766,130.51702,127.57563,128.32811,2342956
2011-06-16,128.19209,128.25867,126.54918,128.05147,1645968
2011-06-17,128.53255,129.76105,127.16343,127.23002,2960576
2011-06-20,126.54955,127.37045,125.52347,125.52347,1367872
2011-06-21,126.54955,127.16518,125.8655,126.20753,1118084
2011-06-22,126.54918,129.08012,126.20872,127.23002,1225568
2011-06-24,127.9183,129.49462,127.23002,129.01354,1343598
2011-06-27,128.59913,130.17545,128.32526,129.28732,1175486
2011-06-28,128.59913,129.83499,128.46587,129.28732,596413
2011-06-29,129.96825,132.49919,129.69437,132.49919,1240387
2011-06-30,132.70639,135.64447,132.70639,134.75634,2024601
2011-07-01,135.304,135.304,133.25405,134.55659,775318
2011-07-04,135.44462,136.53986,134.34929,134.34929,673567
2011-07-05,135.03022,135.85167,133.8683,135.44462,1335133
2011-07-06,135.37059,135.57779,134.41597,134.68975,1860993
2011-07-07,136.90993,141.3502,134.9858,141.3502,1569027
2011-07-08,141.79431,143.49644,139.13012,140.5362,1459576
2011-07-11,140.46217,140.46217,137.05791,137.05791,555584
2011-07-12,134.83773,138.76004,134.1717,137.35395,1278424
2011-07-13,139.05608,140.90619,138.39006,140.68418,826798
2011-07-14,139.72211,140.09218,138.39006,139.13012,440805
2011-07-15,139.72211,141.3502,138.464,141.3502,860662
2011-07-18,140.46217,140.75821,138.16805,138.31602,798153
2011-07-19,139.5001,140.38813,138.464,138.76004,1100981
2011-07-20,140.09218,140.46217,137.72394,138.61206,463037
2011-07-21,139.42607,140.16613,135.50385,139.72211,980370
2011-07-22,139.13012,140.24016,138.39006,139.87018,271744
2011-07-25,139.5001,139.72211,135.94787,137.05791,802229
2011-07-26,137.57596,138.39006,136.16987,138.39006,536627
2011-07-27,136.90993,138.98205,136.90993,137.35395,652934
2011-07-28,137.27992,141.27626,136.68793,141.27626,1015062
2011-07-29,140.5362,141.27626,138.76004,141.27626,1051095
2011-08-01,142.1643,143.12637,138.83407,138.83407,578291
2011-08-02,138.39006,139.72211,136.90993,136.98397,580574
2011-08-03,136.46592,136.76187,128.39929,132.46957,1122205
2011-08-04,133.3577,134.1717,120.99878,123.66298,1728449
2011-08-05,116.92849,126.10517,114.70831,123.95902,2582537
2011-08-08,122.84888,130.54544,119.00061,123.21896,2246165
2011-08-09,125.80912,127.28924,113.96825,124.329,3151488
2011-08-10,126.54918,127.28924,115.44837,118.03854,2123978
2011-08-11,121.36876,122.10882,109.89797,119.8147,4449319
2011-08-12,120.25872,122.10882,115.0783,120.25872,2245897
2011-08-16,120.77677,121.73884,117.44655,121.73884,1164412
2011-08-17,119.14867,123.95902,119.14867,121.51683,1287640
2011-08-18,119.8147,120.25872,108.04786,114.70831,2054653
2011-08-19,112.85821,116.85446,110.26795,113.15416,1747889
2011-08-22,111.97008,117.52049,111.6001,116.78043,941664
2011-08-23,116.92849,119.00061,115.52241,117.66855,881451
2011-08-24,116.48448,117.9645,114.33833,114.70831,944920
2011-08-25,116.92849,118.40861,115.81836,118.26055,1275508
2011-08-26,118.03854,120.11074,116.78043,119.66663,1174523
2011-08-29,119.37068,122.10882,119.22262,121.73884,954516
2011-08-30,122.99695,125.73509,122.77494,125.73509,1011297
2011-08-31,126.47515,129.36136,126.40112,129.36136,1362665
2011-09-01,129.43539,129.43539,124.329,124.69908,1205922
2011-09-02,124.25497,125.29107,119.14867,122.03488,1479832
2011-09-05,119.74067,121.66481,118.11257,120.6287,1048557
2011-09-06,122.33083,122.84888,119.88864,122.77494,683827
2011-09-07,125.1431,127.28924,124.55101,127.28924,679136
2011-09-08,126.9932,128.99137,126.17911,128.6213,956180
2011-09-09,128.32526,128.76936,122.62687,124.03296,1329268
2011-09-12,120.99878,120.99878,113.37626,114.78235,1431749
2011-09-13,117.00244,119.37068,112.11815,116.78043,1552487
2011-09-14,114.70831,118.92657,114.19026,115.81836,930746
2011-09-15,118.18661,124.84706,117.29848,122.84888,1950468
2011-09-16,125.29107,126.03113,121.81278,122.4789,1465244
2011-09-19,117.52049,119.74067,116.92849,117.22454,1365110
2011-09-20,117.22454,120.77677,116.78043,117.81653,730296
2011-09-21,119.59269,120.99878,118.11257,119.14867,1189177
2011-09-22,115.44837,115.89239,103.23752,103.23752,3504326
2011-09-23,101.38732,102.49746,95.3929,99.9072,3145073
2011-09-26,94.13479,103.01551,93.83884,96.20699,2952098
2011-09-27,99.9072,101.83134,98.57515,101.7574,1928059
2011-09-28,99.61125,102.12738,98.72312,99.68519,1165900
2011-09-29,99.01917,100.57332,98.0571,98.42717,2219954
2011-09-30,98.35314,99.31521,95.54097,96.94705,2102908
2011-10-03,93.69077,93.83884,90.58255,91.76663,2282610
2011-10-04,89.54645,90.73053,85.40223,86.95629,2780604
2011-10-05,90.65659,90.73053,88.2144,89.84249,4280056
2011-10-06,90.80456,95.76298,90.43458,95.76298,3957321
2011-10-07,97.68711,103.97758,96.57698,101.01734,3261007
2011-10-10,102.12738,105.82768,99.31521,105.82768,1088291
2011-10-11,105.08762,105.75365,102.49746,104.64361,1372024
2011-10-12,103.53347,111.23002,102.27545,110.19401,2416504
2011-10-13,108.63986,109.972,104.71755,105.45761,2975182
2011-10-14,106.19767,110.63803,105.2356,108.04786,1704928
2011-10-17,110.04594,111.08205,106.56774,107.67779,1713477
2011-10-18,106.56774,106.86379,103.97758,106.86379,1071456
2011-10-19,107.3078,107.8998,105.60567,106.56774,1356237
2011-10-20,101.7574,103.08945,99.16714,99.16714,2393650
2011-10-21,100.94331,105.45761,100.27728,105.45761,1193798
2011-10-24,107.97383,110.93407,106.71572,110.93407,1499529
2011-10-25,110.86004,112.34016,106.93773,108.04786,1581507
2011-10-26,108.19584,111.23002,107.75182,108.56582,1761171
2011-10-27,113.96825,117.59452,113.00618,116.92849,1862919
2011-10-28,117.29848,118.55659,114.70831,117.29848,1243617
2011-10-31,115.81836,116.78043,113.67221,114.33833,799199
2011-11-02,110.04594,116.41044,109.82394,113.22819,1896154
2011-11-03,111.74807,118.33458,111.23002,116.04037,1176884
2011-11-04,119.14867,121.07281,117.37251,120.6287,2858891
2011-11-07,119.14867,122.25689,118.03854,120.11074,934089
2011-11-08,119.96268,122.77494,119.96268,122.25689,1047097
2011-11-09,123.66298,125.06906,116.63245,118.55659,2687815
2011-11-10,116.92849,120.25872,114.19026,116.18843,2144101
2011-11-14,121.96085,121.96085,119.74067,120.99878,1293051
2011-11-15,120.6287,128.91734,117.37251,126.47515,2437025
2011-11-16,125.06906,127.21521,124.18103,126.47515,1090354
2011-11-17,124.55101,126.03113,122.4789,123.58894,1391327
2011-11-18,122.10882,123.58894,104.49554,106.49371,4424663
2011-11-21,99.0932,100.79533,95.09686,96.13296,6927314
2011-11-22,98.79716,100.64726,96.20699,97.16906,2862907
2011-11-23,95.83692,96.13296,91.02657,92.50669,2338441
2011-11-24,93.46876,94.5789,90.65659,93.24675,1613914
2011-11-25,93.09878,96.28094,92.43266,95.46693,1444957
2011-11-28,97.31704,97.68711,95.83692,96.429,1230684
2011-11-29,96.35497,96.65101,93.46876,93.98681,1429459
2011-11-30,93.91278,98.13113,91.32261,98.0571,3563059
2011-12-01,97.98306,99.24118,95.91095,98.0571,1511608
2011-12-02,99.01917,99.98124,95.98498,96.05893,1577013
2011-12-05,96.94705,98.87119,96.05893,98.27911,930401
2011-12-06,97.39107,98.94513,88.06642,90.43458,3775439
2011-12-07,93.61683,93.91278,88.2144,90.65659,3056792
2011-12-08,91.02657,92.87677,89.54645,91.39665,3203215
2011-12-09,89.32444,92.80274,88.80639,92.50669,1798630
2011-12-12,91.76663,92.35872,89.91653,91.39665,1109802
2011-12-13,91.84067,93.24675,90.28651,91.24858,729141
2011-12-14,91.24858,92.50669,89.17647,89.17647,1007805
2011-12-15,89.69452,90.80456,77.70567,80.2218,5766323
2011-12-16,80.73986,81.40588,75.78154,77.85365,3518898
2011-12-19,77.55761,79.25974,76.00354,77.40963,993536
2011-12-20,78.29767,80.07383,76.29949,78.88975,734973
2011-12-21,80.29584,82.73803,79.03773,82.73803,1613725
2011-12-22,83.25608,84.81014,82.81197,84.36612,908041
2011-12-23,84.81014,85.40223,84.14411,85.10618,365935
2011-12-27,85.47617,85.47617,83.03398,83.40405,513495
2011-12-28,83.25608,83.25608,78.66774,79.1857,1005917
2011-12-29,80.14777,82.21998,78.59371,82.07191,436846
2011-12-30,82.07154,82.66013,80.14943,81.85082,449046
2012-01-02,81.8499,88.06642,81.10984,87.25233,1104490
2012-01-03,87.54837,87.69635,83.7001,86.06825,1817917
2012-01-04,85.03215,85.92018,83.33002,85.10618,873132
2012-01-05,85.62423,85.69818,82.51602,84.36612,659817
2012-01-09,84.88417,85.62423,82.21998,82.21998,1461488
2012-01-10,83.55203,85.25416,83.55203,84.36612,1690953
2012-01-11,84.66217,85.25416,83.99605,85.10618,1509039
2012-01-12,85.03215,91.84067,85.03215,91.47059,4827675
2012-01-13,91.6926,94.13479,90.28651,91.32261,1646427
2012-01-16,90.28651,91.9147,90.28651,91.76663,568604
2012-01-17,94.06085,95.91095,93.98681,95.09686,1636684
2012-01-18,96.05893,96.79899,94.28286,96.35497,1031213
2012-01-19,96.79899,97.31704,88.65842,96.13296,2375102
2012-01-20,96.05893,96.13296,94.5789,96.13296,643212
2012-01-23,95.76298,96.87302,95.17089,95.83692,708196
2012-01-24,95.46693,97.09503,93.7648,97.021,892164
2012-01-25,97.021,97.53905,94.50486,95.09686,1210800
2012-01-26,95.76298,99.16714,95.17089,97.61308,2047219
2012-01-27,97.61308,101.7574,97.53905,99.0932,1504329
2012-01-30,99.0932,100.57332,97.46511,100.57332,810284
2012-01-31,101.09036,105.01736,100.79607,103.31597,1809504
2012-02-01,103.6075,106.78975,102.94148,105.90172,2010071
